date,sp500,snp1,sp500Return,snp1Return,top1Ticker,holdingTicker,swapExecuted
2021-04-07,96.834222,115.854085,0.0046036774,0.0006768312,AAPL,AAPL,0
2021-04-08,98.455420,113.324444,0.0167419929,-0.0218347191,AAPL,AAPL,0
2021-04-09,100.560820,110.935955,0.0213842992,-0.0210765575,AAPL,AAPL,0
2021-04-12,101.906174,108.523645,0.0133785154,-0.0217450628,AAPL,AAPL,0
2021-04-13,102.876092,106.273442,0.0095177509,-0.0207346871,AAPL,AAPL,0
2021-04-14,103.374336,104.281805,0.0048431490,-0.0187406777,AAPL,AAPL,0
2021-04-15,103.427411,102.611112,0.0005134272,-0.0160209439,AAPL,AAPL,0
2021-04-16,103.068311,101.899146,-0.0034720063,-0.0069384868,AAPL,AAPL,0
2021-04-19,102.420839,101.268916,-0.0062819663,-0.0061848402,AAPL,AAPL,0
2021-04-20,101.488109,100.731201,-0.0091068380,-0.0053097740,AAPL,AAPL,0
2021-04-21,100.343086,100.325699,-0.0112823413,-0.0040255867,AAPL,AAPL,0
2021-04-22,99.074610,100.388130,-0.0126413867,0.0006222832,AAPL,AAPL,0
2021-04-23,97.761030,100.674811,-0.0132584936,0.0028557211,AAPL,AAPL,0
2021-04-26,96.929343,101.240025,-0.0085073475,0.0056142590,AAPL,AAPL,0
2021-04-27,95.918338,101.900264,-0.0104303264,0.0065215198,AAPL,AAPL,0
2021-04-28,95.487859,105.556626,-0.0044879701,0.0358817722,AAPL,AAPL,0
2021-04-29,94.839498,110.227895,-0.0067899884,0.0442536809,AAPL,AAPL,0
2021-04-30,93.578389,110.917951,-0.0132972937,0.0062602610,AAPL,AAPL,0
2021-05-03,92.356542,111.566235,-0.0130569381,0.0058447220,AAPL,AAPL,0
2021-05-04,91.251921,113.766861,-0.0119603988,0.0197248388,AAPL,AAPL,0
2021-05-05,90.071054,116.382003,-0.0129407316,0.0229868511,AAPL,AAPL,0
2021-05-06,89.363208,115.479436,-0.0078587580,-0.0077552119,AAPL,AAPL,0
2021-05-07,88.946233,114.157849,-0.0046660713,-0.0114443522,AAPL,AAPL,0
2021-05-10,89.356932,114.721054,0.0046173873,0.0049335649,AAPL,AAPL,0
2021-05-11,89.745091,114.474457,0.0043439116,-0.0021495319,AAPL,AAPL,0
2021-05-12,90.076769,116.741558,0.0036957797,0.0198044251,AAPL,AAPL,0
2021-05-13,90.475115,118.221643,0.0044222998,0.0126783040,AAPL,AAPL,0
2021-05-14,93.130644,118.592554,0.0293509315,0.0031374181,AAPL,AAPL,0
2021-05-17,95.468344,118.449087,0.0251012962,-0.0012097472,AAPL,AAPL,0
2021-05-18,95.794722,117.418122,0.0034187045,-0.0087038643,AAPL,AAPL,0
2021-05-19,95.892202,115.987692,0.0010175937,-0.0121823637,AAPL,AAPL,0
2021-05-20,95.182745,120.663306,-0.0073984883,0.0403112973,AAPL,AAPL,0
2021-05-21,94.690361,124.027332,-0.0051730334,0.0278794414,AAPL,AAPL,0
2021-05-24,93.470995,122.631976,-0.0128774009,-0.0112503874,AAPL,AAPL,0
2021-05-25,92.228174,121.470327,-0.0132963318,-0.0094726479,AAPL,AAPL,0
2021-05-26,91.326862,119.673810,-0.0097726295,-0.0147897563,AAPL,AAPL,0
2021-05-27,90.256589,118.081168,-0.0117191549,-0.0133081959,AAPL,AAPL,0
2021-05-28,89.857313,115.616039,-0.0044237857,-0.0208765584,AAPL,AAPL,0
2021-05-31,89.222335,113.510840,-0.0070665078,-0.0182085419,AAPL,AAPL,0
2021-06-01,89.553670,110.824615,0.0037135864,-0.0236649202,AAPL,AAPL,0
2021-06-02,89.502263,108.315417,-0.0005740427,-0.0226411635,AMZN,AAPL,0
2021-06-03,89.248307,105.539621,-0.0028374224,-0.0256269676,AAPL,AMZN,1
2021-06-04,89.190250,101.091148,-0.0006505140,-0.0421497874,AAPL,AAPL,1
2021-06-07,90.572346,105.312979,0.0154960527,0.0417626131,AAPL,AAPL,0
2021-06-08,92.403007,110.726800,0.0202121322,0.0514069717,AAPL,AAPL,0
2021-06-09,92.963918,113.641778,0.0060702709,0.0263258538,AAPL,AAPL,0
2021-06-10,93.959216,117.597921,0.0107062829,0.0348124049,AAPL,AAPL,0
2021-06-11,93.792688,118.886880,-0.0017723447,0.0109607237,AAPL,AAPL,0
2021-06-14,94.017168,120.961058,0.0023933609,0.0174466514,AAPL,AAPL,0
2021-06-15,93.221234,122.687116,-0.0084658320,0.0142695364,AAPL,AAPL,0
2021-06-16,92.719885,125.437983,-0.0053780582,0.0224218101,AMZN,AAPL,0
2021-06-17,93.132407,122.544135,0.0044491208,-0.0230699469,AAPL,AMZN,1
2021-06-18,93.482014,117.988093,0.0037538703,-0.0371787883,AAPL,AAPL,1
2021-06-21,96.604533,117.372443,0.0334023574,-0.0052179015,AAPL,AAPL,0
2021-06-22,99.296262,116.040804,0.0278633784,-0.0113454129,AAPL,AAPL,0
2021-06-23,101.577723,114.146816,0.0229762982,-0.0163217413,AAPL,AAPL,0
2021-06-24,103.441979,111.865792,0.0183529992,-0.0199832428,AAPL,AAPL,0
2021-06-25,104.846828,110.703936,0.0135810340,-0.0103861598,AAPL,AAPL,0
2021-06-28,105.865886,109.132013,0.0097194927,-0.0141993484,AAPL,AAPL,0
2021-06-29,106.410392,107.287000,0.0051433575,-0.0169062424,AAPL,AAPL,0
2021-06-30,106.484021,105.347129,0.0006919394,-0.0180811418,AAPL,AAPL,0
2021-07-01,106.140454,103.267369,-0.0032264714,-0.0197419692,AAPL,AAPL,0
2021-07-02,105.432557,101.479234,-0.0066694280,-0.0173155830,AMZN,AAPL,0
2021-07-05,105.298100,101.874062,-0.0012752970,0.0038907222,AAPL,AMZN,1
2021-07-06,104.933927,94.613760,-0.0034584956,-0.0712674244,AAPL,AAPL,1
2021-07-07,104.329523,95.320213,-0.0057598505,0.0074667068,AAPL,AAPL,0
2021-07-08,103.497029,96.071470,-0.0079794677,0.0078813994,AAPL,AAPL,0
2021-07-09,103.941313,98.545300,0.0042927226,0.0257498934,AAPL,AAPL,0
2021-07-12,104.297552,101.650036,0.0034273091,0.0315056698,AAPL,AAPL,0
2021-07-13,104.518335,105.428891,0.0021168631,0.0371751470,AAPL,AAPL,0
2021-07-14,104.558038,110.481328,0.0003798610,0.0479227074,AAPL,AAPL,0
2021-07-15,104.775206,110.300044,0.0020770135,-0.0016408574,AAPL,AAPL,0
2021-07-16,105.165760,110.942986,0.0037275346,0.0058290268,AAPL,AAPL,0
2021-07-19,105.595133,113.852127,0.0040828207,0.0262219451,AAPL,AAPL,0
2021-07-20,106.077876,118.138707,0.0045716467,0.0376504131,AAPL,AAPL,0
2021-07-21,106.247305,122.850335,0.0015972143,0.0398821691,AAPL,AAPL,0
2021-07-22,106.573213,126.886376,0.0030674426,0.0328533221,AAPL,AAPL,0
2021-07-23,106.867543,127.556565,0.0027617643,0.0052818053,AAPL,AAPL,0
2021-07-26,110.443971,127.583765,0.0334659874,0.0002132386,AAPL,AAPL,0
2021-07-27,110.948516,129.576527,0.0045683339,0.0156192443,AAPL,AAPL,0
2021-07-28,111.395105,130.915435,0.0040251931,0.0103329511,AAPL,AAPL,0
2021-07-29,113.445782,129.112054,0.0184090435,-0.0137751635,AAPL,AAPL,0
2021-07-30,115.002521,127.200103,0.0137223190,-0.0148084575,AAPL,AAPL,0
2021-08-02,113.698039,127.104810,-0.0113430725,-0.0007491611,AAPL,AAPL,0
2021-08-03,112.267422,126.634909,-0.0125826003,-0.0036969548,AAPL,AAPL,0
2021-08-04,111.415667,127.089545,-0.0075868417,0.0035901307,AAPL,AAPL,0
2021-08-05,110.339215,127.311911,-0.0096615895,0.0017496755,AAPL,AAPL,0
2021-08-06,108.949111,126.634216,-0.0125984587,-0.0053231072,AAPL,AAPL,0
2021-08-09,107.731546,125.460867,-0.0111755350,-0.0092656503,AAPL,AAPL,0
2021-08-10,106.306360,125.621775,-0.0132290530,0.0012825350,AAPL,AAPL,0
2021-08-11,104.897873,125.359799,-0.0132493154,-0.0020854329,AAPL,AAPL,0
2021-08-12,105.256682,129.330359,0.0034205516,0.0316733058,AAPL,AAPL,0
2021-08-13,105.505702,134.197750,0.0023658349,0.0376353311,AAPL,AAPL,0
2021-08-16,104.162892,134.724137,-0.0127273649,0.0039224757,AAPL,AAPL,0
2021-08-17,102.957211,135.479967,-0.0115749569,0.0056102076,AAPL,AAPL,0
2021-08-18,101.931878,136.307305,-0.0099588275,0.0061067185,AAPL,AAPL,0
2021-08-19,101.082997,139.628132,-0.0083279268,0.0243627920,AAPL,AAPL,0
2021-08-20,99.983345,140.538990,-0.0108787077,0.0065234539,AAPL,AAPL,0
2021-08-23,98.741073,141.407666,-0.0124247839,0.0061810357,AAPL,AAPL,0
2021-08-24,97.446367,142.338071,-0.0131121375,0.0065795913,AAPL,AAPL,0
2021-08-25,96.153307,143.286568,-0.0132694460,0.0066636912,AAPL,AAPL,0
2021-08-26,96.282022,140.428196,0.0013386373,-0.0199486380,AAPL,AAPL,0
2021-08-27,96.090340,137.941832,-0.0019908351,-0.0177055907,AAPL,AAPL,0
2021-08-30,96.518243,135.426019,0.0044531305,-0.0182382120,AAPL,AAPL,0
2021-08-31,97.400289,133.281167,0.0091386412,-0.0158378178,AAPL,AAPL,0
2021-09-01,98.657961,131.586051,0.0129124095,-0.0127183464,AAPL,AAPL,0
2021-09-02,100.400587,130.463092,0.0176633126,-0.0085340236,AAPL,AAPL,0
2021-09-03,102.647119,128.214026,0.0223756822,-0.0172391012,AAPL,AAPL,0
2021-09-06,105.429687,126.563864,0.0271080985,-0.0128703665,AAPL,AAPL,0
2021-09-07,109.006462,125.656058,0.0339256931,-0.0071727125,AMZN,AAPL,0
2021-09-08,109.272962,117.527823,0.0024448040,-0.0646863774,AMZN,AMZN,1
2021-09-09,109.696857,116.242509,0.0038792354,-0.0109362500,AAPL,AMZN,0
2021-09-10,110.193464,113.321764,0.0045270789,-0.0251263069,AAPL,AAPL,1
2021-09-13,109.254466,111.223363,-0.0085213600,-0.0185171932,AAPL,AAPL,0
2021-09-14,108.067202,109.507599,-0.0108669549,-0.0154262971,AAPL,AAPL,0
2021-09-15,107.783309,107.104634,-0.0026270070,-0.0219433624,AAPL,AAPL,0
2021-09-16,107.118804,104.875311,-0.0061651959,-0.0208144410,AAPL,AAPL,0
2021-09-17,107.747471,102.720030,0.0058688750,-0.0205508861,AMZN,AAPL,0
2021-09-20,107.905385,99.110344,0.0014655974,-0.0351410138,AMZN,AMZN,1
2021-09-21,109.464463,99.941073,0.0144485693,0.0083818593,AMZN,AMZN,0
2021-09-22,110.622808,100.682950,0.0105819248,0.0074231481,AMZN,AMZN,0
2021-09-23,113.258813,99.825256,0.0238287605,-0.0085187621,AMZN,AMZN,0
2021-09-24,115.421743,98.715157,0.0190972419,-0.0111204285,AMZN,AMZN,0
2021-09-27,115.797839,103.885806,0.0032584424,0.0523794853,AMZN,AMZN,0
2021-09-28,116.292195,107.946697,0.0042691376,0.0390899481,AMZN,AMZN,0
2021-09-29,119.620610,111.494663,0.0286211334,0.0328677596,AMZN,AMZN,0
2021-09-30,124.315136,116.160668,0.0392451276,0.0418495841,AMZN,AMZN,0
2021-10-01,126.781439,117.747021,0.0198391194,0.0136565391,AMZN,AMZN,0
2021-10-04,129.890148,119.861896,0.0245202254,0.0179611817,AMZN,AMZN,0
2021-10-05,131.238859,125.722313,0.0103834693,0.0488930767,AMZN,AMZN,0
2021-10-06,133.233750,126.799100,0.0152004615,0.0085648075,AMZN,AMZN,0
2021-10-07,133.520062,127.127399,0.0021489471,0.0025891271,AMZN,AMZN,0
2021-10-08,134.292525,127.585422,0.0057853722,0.0036028644,AMZN,AMZN,0
2021-10-11,133.657552,124.428142,-0.0047282841,-0.0247464044,AMZN,AMZN,0
2021-10-12,133.530780,121.556878,-0.0009484857,-0.0230756799,AMZN,AMZN,0
2021-10-13,132.199370,118.633484,-0.0099708068,-0.0240495988,AMZN,AMZN,0
2021-10-14,131.233085,115.666555,-0.0073093028,-0.0250092050,AMZN,AMZN,0
2021-10-15,132.888295,114.918363,0.0126127470,-0.0064685212,AMZN,AMZN,0
2021-10-18,135.077796,114.157712,0.0164762535,-0.0066190515,AMZN,AMZN,0
2021-10-19,135.527471,113.484392,0.0033290057,-0.0058981607,AMZN,AMZN,0
2021-10-20,136.591221,112.725113,0.0078489642,-0.0066906059,AMZN,AMZN,0
2021-10-21,140.883997,115.075801,0.0314279071,0.0208532837,AMZN,AMZN,0
2021-10-22,141.200395,118.641940,0.0022458022,0.0309894706,AMZN,AMZN,0
2021-10-25,139.816944,118.431293,-0.0097977858,-0.0017754799,AMZN,AMZN,0
2021-10-26,138.727168,118.626812,-0.0077943017,0.0016509097,AMZN,AMZN,0
2021-10-27,136.994286,117.535166,-0.0124912945,-0.0092023599,AMZN,AMZN,0
2021-10-28,135.459605,116.871785,-0.0112025186,-0.0056441056,AMZN,AMZN,0
2021-10-29,135.309936,115.933128,-0.0011049001,-0.0080315106,AMZN,AMZN,0
2021-11-01,135.383502,115.504686,0.0005436834,-0.0036955990,AMZN,AMZN,0
2021-11-02,134.632196,113.653909,-0.0055494646,-0.0160233868,AMZN,AMZN,0
2021-11-03,134.192881,112.232489,-0.0032630729,-0.0125065708,AMZN,AMZN,0
2021-11-04,133.325793,115.658244,-0.0064615053,0.0305237393,AMZN,AMZN,0
2021-11-05,132.090929,118.417219,-0.0092620000,0.0238545496,AMZN,AMZN,0
2021-11-08,132.840382,116.572020,0.0056737631,-0.0155821852,AMZN,AMZN,0
2021-11-09,134.104591,115.042984,0.0095167535,-0.0131166623,AMZN,AMZN,0
2021-11-10,136.007453,113.826099,0.0141893852,-0.0105776550,AMZN,AMZN,0
2021-11-11,138.581431,113.051654,0.0189252699,-0.0068037624,AMZN,AMZN,0
2021-11-12,141.855990,111.246535,0.0236291321,-0.0159672060,AMZN,AMZN,0
2021-11-15,145.901629,109.197662,0.0285193415,-0.0184174041,AMZN,AMZN,0
2021-11-16,151.000120,106.951796,0.0349447159,-0.0205669843,AMZN,AMZN,0
2021-11-17,151.446412,104.615067,0.0029555739,-0.0218484282,AMZN,AMZN,0
2021-11-18,149.445917,104.541886,-0.0132092598,-0.0006995231,AMZN,AMZN,0
2021-11-19,147.473164,104.438907,-0.0132004517,-0.0009850560,AMZN,AMZN,0
2021-11-22,145.565376,104.328480,-0.0129365039,-0.0010573350,AMZN,AMZN,0
2021-11-23,143.827679,104.306872,-0.0119375737,-0.0002071143,AMZN,AMZN,0
2021-11-24,142.326062,104.307542,-0.0104403871,0.0000064252,AMZN,AMZN,0
2021-11-25,141.117063,104.259246,-0.0084945709,-0.0004630118,AMZN,AMZN,0
2021-11-26,139.658915,106.330185,-0.0103328992,0.0198633593,AMZN,AMZN,0
2021-11-29,137.970927,108.279470,-0.0120865055,0.0183323716,AMZN,AMZN,0
2021-11-30,136.167989,109.943424,-0.0130675218,0.0153672189,AMZN,AMZN,0
2021-12-01,134.357327,111.216256,-0.0132972633,0.0115771561,AMZN,AMZN,0
2021-12-02,134.585366,110.756159,0.0016972599,-0.0041369577,AMZN,AMZN,0
2021-12-03,134.976135,115.864894,0.0029034978,0.0461259594,AMZN,AMZN,0
2021-12-06,135.312516,116.909082,0.0024921568,0.0090121197,AMZN,AMZN,0
2021-12-07,135.427419,117.882685,0.0008491631,0.0083278632,AMZN,AMZN,0
2021-12-08,136.026691,118.676460,0.0044250438,0.0067336047,AMZN,AMZN,0
2021-12-09,136.531785,119.692507,0.0037131978,0.0085614872,AMZN,AMZN,0
2021-12-10,137.123456,120.157214,0.0043335754,0.0038825085,AMZN,AMZN,0
2021-12-13,137.756614,120.455709,0.0046174336,0.0024842060,AMZN,AMZN,0
2021-12-14,137.890355,123.345257,0.0009708507,0.0239884609,AMZN,AMZN,0
2021-12-15,138.362770,126.618206,0.0034260183,0.0265348639,AMZN,AMZN,0
2021-12-16,141.839675,129.808051,0.0251289047,0.0251926223,AMZN,AMZN,0
2021-12-17,145.997865,134.391178,0.0293161228,0.0353069599,AMZN,AMZN,0
2021-12-20,147.627358,132.385973,0.0111610740,-0.0149206600,AMZN,AMZN,0
2021-12-21,148.572727,130.322113,0.0064037558,-0.0155897195,AMZN,AMZN,0
2021-12-22,151.495137,128.911690,0.0196698962,-0.0108225937,AMZN,AMZN,0
2021-12-23,153.759275,127.206754,0.0149452851,-0.0132256139,AMZN,AMZN,0
2021-12-24,158.283365,128.202208,0.0294231984,0.0078254814,AMZN,AMZN,0
2021-12-27,162.141811,129.182272,0.0243768276,0.0076446783,AMZN,AMZN,0
2021-12-28,162.661596,130.357837,0.0032057427,0.0091000491,AMZN,AMZN,0
2021-12-29,162.863148,131.346127,0.0012390884,0.0075813596,AMZN,AMZN,0
2021-12-30,163.614333,132.220542,0.0046123652,0.0066573297,AMZN,AMZN,0
2021-12-31,164.306938,133.213429,0.0042331583,0.0075093287,AMZN,AMZN,0
2022-01-03,162.123401,132.961889,-0.0132893801,-0.0018882460,AMZN,AMZN,0
2022-01-04,160.045320,132.669728,-0.0128178951,-0.0021973324,AMZN,AMZN,0
2022-01-05,158.147161,132.293126,-0.0118601341,-0.0028386427,AMZN,AMZN,0
2022-01-06,156.568136,131.798171,-0.0099845272,-0.0037413492,AMZN,AMZN,0
2022-01-07,155.127909,131.560782,-0.0091987252,-0.0018011558,AMZN,AMZN,0
2022-01-10,153.466228,130.792790,-0.0107116829,-0.0058375439,AMZN,AMZN,0
2022-01-11,151.603975,129.468550,-0.0121346084,-0.0101247167,AMZN,AMZN,0
2022-01-12,149.627242,127.626546,-0.0130387974,-0.0142274278,AMZN,AMZN,0
2022-01-13,150.793325,126.551560,0.0077932545,-0.0084229044,AMZN,AMZN,0
2022-01-14,152.673930,125.442607,0.0124714088,-0.0087628561,AMZN,AMZN,0
2022-01-17,156.063980,126.754506,0.0222045123,0.0104581650,AMZN,AMZN,0
2022-01-18,158.797896,127.477854,0.0175179143,0.0057066822,AMZN,AMZN,0
2022-01-19,160.820594,127.496120,0.0127375596,0.0001432873,AMZN,AMZN,0
2022-01-20,162.115839,126.831036,0.0080539784,-0.0052165008,AMZN,AMZN,0
2022-01-21,162.810946,131.795032,0.0042877177,0.0391386555,AMZN,AMZN,0
2022-01-24,162.803131,135.951683,-0.0000480015,0.0315387519,AMZN,AMZN,0
2022-01-25,162.171609,139.110685,-0.0038790523,0.0232362122,AMZN,AMZN,0
2022-01-26,160.996246,143.934943,-0.0072476478,0.0346792739,AMZN,AMZN,0
2022-01-27,161.527949,143.661147,0.0033025788,-0.0019022179,AMZN,AMZN,0
2022-01-28,162.209034,143.315828,0.0042165147,-0.0024037066,AMZN,AMZN,0
2022-01-31,160.427597,144.199733,-0.0109823567,0.0061675359,AMZN,AMZN,0
2022-02-01,159.029790,144.955411,-0.0087130074,0.0052404925,AMZN,AMZN,0
2022-02-02,156.928457,145.843801,-0.0132134521,0.0061287150,AMZN,AMZN,0
2022-02-03,154.972115,146.719083,-0.0124664620,0.0060014985,AMZN,AMZN,0
2022-02-04,155.159288,147.587768,0.0012077888,0.0059207355,AMZN,AMZN,0
2022-02-07,156.035302,148.169697,0.0056459030,0.0039429371,AMZN,AMZN,0
2022-02-08,155.144660,152.059151,-0.0057079579,0.0262499983,AMZN,AMZN,0
2022-02-09,154.701504,153.060746,-0.0028564053,0.0065868758,AMZN,AMZN,0
2022-02-10,153.765435,152.990464,-0.0060508035,-0.0004591757,AMZN,AMZN,0
2022-02-11,152.558277,153.244323,-0.0078506493,0.0016593085,AMZN,AMZN,0
2022-02-14,151.881952,159.579119,-0.0044332188,0.0413378850,AMZN,AMZN,0
2022-02-15,151.547830,165.196231,-0.0021998851,0.0351995428,AMZN,AMZN,0
2022-02-16,150.203790,165.335906,-0.0088687509,0.0008455133,AMZN,AMZN,0
2022-02-17,149.193818,165.100930,-0.0067240094,-0.0014212070,AMZN,AMZN,0
2022-02-18,149.628191,166.621009,0.0029114692,0.0092069679,AMZN,AMZN,0
2022-02-21,150.225409,168.095511,0.0039913467,0.0088494349,AMZN,AMZN,0
2022-02-22,150.156025,169.178847,-0.0004618674,0.0064447692,AMZN,AMZN,0
2022-02-23,150.369305,170.596466,0.0014203871,0.0083794063,AMZN,AMZN,0
2022-02-24,150.989694,171.101380,0.0041257727,0.0029596996,AMZN,AMZN,0
2022-02-25,151.437558,175.170395,0.0029661877,0.0237813114,AMZN,AMZN,0
2022-02-28,151.601183,171.274529,0.0010804773,-0.0222404390,AMZN,AMZN,0
2022-03-01,151.154309,167.097979,-0.0029476910,-0.0243851186,AMZN,AMZN,0
2022-03-02,150.189977,162.910180,-0.0063797857,-0.0250619373,AMZN,AMZN,0
2022-03-03,148.799710,158.952592,-0.0092567214,-0.0242930698,AMZN,AMZN,0
2022-03-04,151.594817,157.824020,0.0187843571,-0.0071000493,AMZN,AMZN,0
2022-03-07,153.724237,156.695419,0.0140467824,-0.0071510099,AMZN,AMZN,0
2022-03-08,155.148177,155.703592,0.0092629493,-0.0063296514,AMZN,AMZN,0
2022-03-09,155.874090,154.824370,0.0046788401,-0.0056467661,AMZN,AMZN,0
2022-03-10,153.926651,153.386843,-0.0124936687,-0.0092848911,AMZN,AMZN,0
2022-03-11,152.201729,152.509653,-0.0112061290,-0.0057188093,AMZN,AMZN,0
2022-03-14,152.751358,154.944729,0.0036111915,0.0159667061,AMZN,AMZN,0
2022-03-15,153.427719,158.046483,0.0044278498,0.0200184524,AMZN,AMZN,0
2022-03-16,154.134871,162.081143,0.0046090299,0.0255283122,AMZN,AMZN,0
2022-03-17,154.787781,167.175273,0.0042359624,0.0314295033,AMZN,AMZN,0
2022-03-18,155.303284,164.783860,0.0033303863,-0.0143048252,AMZN,AMZN,0
2022-03-21,155.654903,163.260502,0.0022640808,-0.0092445824,AMZN,AMZN,0
